SID,Location,Replicate,Plot,Clone,Species,Gender,HEMI,CELL,LIG,ASH,SPGR,HT,SNo,Total diam (mm),SDIA,SA,IL,LFA,LFWT,SLA,LMA,LFL,LFW,LFP,Leaf Factor,Leaf Aspect Ratio,Conductance Temp °C,gs,AugSPAD,SeptSPAD
YR1_Geneva_R2_P154,Geneva,2,154,04-202-058,S. purpurea,M,17.96,37.80,28.29,1.90,0.39,2.71,39,328,8.41,23.01,11.00,15.57,0.1962,79.36,0.0126,8.67,2.19,18.95,3.96,0.54,23.5,550.4,39.5,32.8
YR1_Geneva_R3_P293,Geneva,3,293,04-202-058,S. purpurea,M,18.20,40.98,26.59,1.55,0.39,3.26,32,319,9.97,26.00,10.50,13.75,0.136,101.10,0.0099,7.7,2.12,17.31,3.63,0.58,29.1,717.8,28.4,38.4
YR1_Geneva_R4_P480,Geneva,4,480,04-202-058,S. purpurea,M,18.61,38.67,27.55,1.85,0.43,2.87,40,362,9.05,27.79,11.75,13.77,0.1465,93.99,0.0106,8.67,1.92,18.74,4.51,0.49,32.8,742.1,22.5,29.8
YR1_Geneva_R5_P550,Geneva,5,550,04-202-058,S. purpurea,M,NA,NA,NA,NA,NA,2.90,25,253,10.12,20.88,11.75,15.31,0.0908,168.61,0.0059,7.74,2.43,17.75,3.18,0.61,30.3,653.2,38.3,29.8
YR1_Geneva_R6_P748,Geneva,6,748,04-202-058,S. purpurea,M,NA,NA,NA,NA,NA,2.74,26,232,8.92,17.26,10.75,13.82,0.1264,109.34,0.0091,8.38,2.14,19.95,3.92,0.44,27.3,814.8,37.7,34.1
YR1_Portland_R1_P89,Portland,1,89,04-202-058,S. purpurea,M,18.11,39.59,28.25,1.73,0.39,1.97,29,198,6.83,11.09,12.25,19.94,0.0738,270.19,0.0037,6.53,3.86,116.87,1.69,0.02,33.2,433.0,43.5,44.0
YR1_Portland_R2_P214,Portland,2,214,04-202-058,S. purpurea,M,18.07,42.76,26.69,1.35,0.47,2.03,14,102,7.29,6.13,18.25,7.65,0.0734,104.22,0.0096,6.17,1.5,28.08,4.11,0.12,25.7,297.8,41.2,26.8
YR1_Portland_R3_P322,Portland,3,322,04-202-058,S. purpurea,M,18.75,40.87,26.80,1.31,0.41,1.93,14,107,7.64,6.73,21.50,11.41,0.0835,136.65,0.0073,7.42,1.92,24.98,3.87,0.23,31.7,560.9,44.0,30.0
YR1_Portland_R4_P402,Portland,4,402,04-202-058,S. purpurea,M,17.01,37.37,30.29,1.93,0.47,2.10,7,50,7.14,3.03,10.00,13.17,0.0825,159.64,0.0063,7.78,2.07,19.61,3.76,0.43,33.5,500.9,46.1,59.3
YR1_Portland_R5_P541,Portland,5,541,04-202-058,S. purpurea,M,NA,NA,NA,NA,NA,2.03,14,98,7.00,5.58,25.00,10.31,0.079,130.51,0.0077,7.55,1.61,16.24,4.68,0.49,30.2,702.5,44.5,44.6
YR1_Portland_R6_P771,Portland,6,771,04-202-058,S. purpurea,M,NA,NA,NA,NA,NA,2.04,16,133,8.31,9.02,11.50,11.40,0.0853,133.65,0.0075,6.55,2.1,14.8,3.13,0.65,33.7,805.4,27.0,40.3
YR1_WVU_R1_P57,WVU,1,57,04-202-058,S. purpurea,M,17.78,35.78,30.72,2.23,0.43,2.14,15,131,8.73,9.21,17.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7,737.7,53.1,NA
YR1_WVU_R2_P200,WVU,2,200,04-202-058,S. purpurea,M,18.84,40.75,26.73,1.95,0.54,1.61,25,149,5.96,7.33,17.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,650.2,55.0,NA
YR1_WVU_R3_P316,WVU,3,316,04-202-058,S. purpurea,M,16.70,31.72,32.47,3.39,0.34,1.85,15,108,7.20,7.04,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.0,819.4,54.4,NA
YR1_WVU_R4_P427,WVU,4,427,04-202-058,S. purpurea,M,17.86,39.96,28.32,2.01,0.45,1.44,17,116,6.82,6.88,15.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,274.8,49.8,NA
YR1_WVU_R5_P524,WVU,5,524,04-202-058,S. purpurea,M,NA,NA,NA,NA,NA,1.97,15,156,10.40,12.99,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6,NA
YR1_WVU_R6_P698,WVU,6,698,04-202-058,S. purpurea,M,NA,NA,NA,NA,NA,1.60,30,267,8.90,20.08,15.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.9,NA
YR1_Geneva_R1_P8,Geneva,1,8,04-202-055,S. purpurea,M,17.45,35.51,29.06,2.89,0.34,1.60,23,154,6.70,8.51,7.50,5.72,0.0742,77.09,0.0130,5.79,1.25,12.86,4.63,0.43,31.0,548.1,28.0,35.9
YR1_Geneva_R2_P137,Geneva,2,137,04-202-055,S. purpurea,M,17.99,36.62,27.67,2.80,0.38,1.65,25,179,7.16,11.05,8.75,4.85,0.728,6.66,0.1501,4.8,1.2,10.7,4,0.53,20.9,489.9,43.5,35.7
YR1_Geneva_R3_P370,Geneva,3,370,04-202-055,S. purpurea,M,18.45,38.53,28.24,1.89,0.56,1.69,29,218,7.52,13.41,8.50,6.92,0.0695,99.57,0.0100,6.83,1.33,14.46,5.15,0.42,26.2,599.4,42.5,32.3
YR1_Geneva_R4_P421,Geneva,4,421,04-202-055,S. purpurea,M,17.64,36.36,29.44,2.68,0.44,1.91,35,327,9.34,25.01,9.50,10.37,0.1023,101.37,0.0099,7.64,1.74,16.09,4.38,0.5,30.6,649.1,47.5,33.4
YR1_Geneva_R5_P597,Geneva,5,597,04-202-055,S. purpurea,M,NA,NA,NA,NA,NA,1.89,34,295,8.68,20.95,9.50,9.04,0.0828,109.18,0.0092,8.58,1.43,17.51,5.99,0.37,30.0,676.5,27.6,57.5
YR1_Geneva_R6_P651,Geneva,6,651,04-202-055,S. purpurea,M,NA,NA,NA,NA,NA,1.66,31,199,6.42,10.55,10.25,4.98,0.0583,85.42,0.0117,5.4,1.23,10.72,4.38,0.54,28.8,563.0,39.7,46.8
YR1_Portland_R1_P77,Portland,1,77,04-202-055,S. purpurea,M,18.38,39.06,28.50,1.95,0.43,1.11,26,140,5.38,6.09,12.75,10.04,0.0565,177.70,0.0056,6.25,1.94,77.71,3.22,0.02,33.7,397.1,41.7,42.9
YR1_Portland_R2_P165,Portland,2,165,04-202-055,S. purpurea,M,19.09,40.53,27.94,1.41,0.45,1.08,20,117,5.85,5.52,12.00,13.09,0.0392,333.93,0.0030,6.29,3,119.47,2.1,0.01,28.3,415.1,35.1,49.7
YR1_Portland_R3_P329,Portland,3,329,04-202-055,S. purpurea,M,17.81,34.98,30.38,2.26,0.49,1.55,35,198,5.66,9.08,8.75,3.05,0.0382,79.84,0.0125,4.32,0.92,16.94,4.67,0.13,30.8,320.0,42.0,45.6
YR1_Portland_R4_P414,Portland,4,414,04-202-055,S. purpurea,M,18.34,40.94,27.26,1.88,0.50,1.69,32,204,6.38,10.59,11.00,6.97,0.0346,201.45,0.0050,5.9,1.68,24.31,3.51,0.15,31.8,583.3,48.3,44.1
